timestamp|channel_name|series_id|program_id|program_name|keywords|named_entities|google_trends|brand_mentions|commercial_count|etag
2018-02-05 08:00|cnnhd|EP01739350|EP017393502077|New Day With Chris Cuomo and Alisyn Camerota|delegitimize the Ken Starr investigation:1,release that Democratic rebuttal:1,kill this investigation:1,The Nicoderm cq patch prevent:1,ditch the Iran nuclear deal:1,undermine special counsel Bob Mueller's investigation:1,message the president:1,Jean CA Sar's res live:1,taint that investigation:1,a president demanding:1|Donald Trump:1,Adam:2,David:3,James Comey:2,Bill Clinton:1,Ken Starr:1,Tokyo:1,Hong Kong:1,Europe:1,Green Mountain:2,Vermont:2,Uganda:2,Sumatra:2,Colombia:2,South America:2,Devin Nunes:5,Russia:12,Pennsylvania:1,Malcolm Jenkins:1,Adam Schiff:7,Senate:4,Fair:1,Samsung:8,Netflix:4,T. Rowe Price:3,Liberty Mutual:1,Trey Gowdy:3,Russians:2,Andrew McCabe:1,Steve Bannon:1,Jared Kushner:1,Congress:2,Arsenal:2,CNN:2,Prague:1,Michigan:2,Super Bowl:1,Intel:6,Iraq:1,Mike Rodgers:1,Mark Warner:1,Syria:1,Hezbollah:1,Iran:2,Erica:3,Harlow:1,Chuck Schumer:1,Ohio:1,Capitol Hill:1,Cambridge:1,Great Britain:1,Jeffrey Toobin:1,Garrett Graff:1,Robert Mueller:2,The West Wing:1,White House:1|Adam Schiff:7,Dow futures:2,Dow:6,Dow Jones:1,Dow Jones Industrial Average:1,Stock market:1,Martin Luther King Jr:1|Samsung:8,Intels:6|4|2c1b1d55d90f0df6fa21f77c1118b273
2018-02-05 12:00|cnnhd|EP01870762|EP018707620563|Inside Politics|spread this vague idea:1,ran the very first TV ad:1,Discover the story:1,service either a base bill:1,the president attacking:1,sink the nomination:1,view this bipartisan proposal:1,vindicate the president:1,watch the president:1,promote the tax reform legislation:1|Twitter:3,Hail Mary:1,Russia:5,Capitol Hill:2,Congress:6,Ohio:4,CNN:4,Chris Coons:3,John McCain:3,White House:3,Senate:12,House:1,Mitch McConnell:1,Liberty Mutual:2,Intel:2,James Comey:4,Hillary Clinton:1,Detroit:1,Tennessee:1,Texas:1,Boston:1,Massachusetts:1,Super Bowl:2,Iowa:4,Time:1,Maryland:1,Singapore:1,Daniel Craig:1,Chris Christie:1,James Mattis:1,Chicago:1,Philadelphia:1,Bill Belichick:1,Tom Brady:1,Pennsylvania:1,Ed Rendell:1,Jersey:1,Wolf Blitzer:2,Cambridge:1,Great Britain:1,Russians:1,Jim Acosta:1,Devin Nunes:4,Adam Schiff:6,Adam:1|Stock market:1,Adam Schiff:7|Intels:2|5|2688bcdfcd4e248a227938fdd0af5264
2018-02-05 15:00|cnnhd|EP01942052|EP019420521337|CNN Newsroom With Brooke Baldwin|a president boast:1,no obstruction quit:1,got the documentation:1,send a letter:1,maintain a little volatility:1,turn every rock:1,Remember the moment:1,the president's speech interrupted:1,got some really good economic news:1,solve the problem:1|David:5,Ohio:6,Donald Trump:5,Twitter:3,Cincinnati:2,Americans:5,Band-Aid:1,Warren Buffett:1,Germany:1,Gloria Borger:1,Russia:3,Hispanic:2,Nancy Pelosi:1,Mexicans:1,Hillary Clinton:4,Barack Obama:1,Atlanta:1,Hogan:2,Devin Nunes:1,Russians:1,Pittsburgh:1,Congress:2,Adam Schiff:7,Davos:1,Capitol Hill:1,Paul Ryan:1|Stock market:10,Dow:13,Dow Jones:2,Adam Schiff:7|Amazon:1,Ford:1|0|65ac2c315a8934aade5d662c4e789922
2018-02-05 21:00|cnnhd|EP00606299|EP006062992967|Anderson Cooper 360|override the president:1,No pill heartburn:1,undermine just America's premier law enforcement agency:1,began the year:1,undermine the bureau:1,end this case:1,compel the president:1,continue this discussion:1,improve every aspect:1,bring the president:1|Robert Mueller:4,Congress:2,Vitamin D:1,Rich Lowry:1,James Comey:6,Paula Jones:1,Bill Clinton:1,Adam Schiff:1,Twitter:2,Trey Gowdy:3,Devin Nunes:3,Samsung:4,Netflix:2,Bermuda:1,CNN:6,Los Angeles:3,Russia:4,Bayer:1,Ohio:1,Benedict Arnold:1,Virginia:1,Tokyo Rose:1,Japan:1,White House:1,Steve Bannon:3,Americans:2,Texas:1,North Korea:2,YouTube:1,Erin Burnett:1,Jay Sekulow:1,Gloria Borger:1,Erin:5,Capitol Hill:1,Trump Tower:1,Cincinnati:1|Adam Schiff:1,Stock market:6,Dow:2,Dow Jones:1,Dow Jones Today:1|Samsung:4,Ford:1|5|731e5c40efec43f82d922f66420a1289
2018-02-05 23:00|cnnhd|EP02205823|EP022058230989|CNN Tonight With Don Lemon|upend the Russia investigation:1,reschedule this discussion:1,quit the bureau:1,the Russia probe followed:1,overrule the president:1,Trust this bird's words:1,mentioned the president's son:1,the president's power defined:1,stop this kind:1,stop the next terrorist plot:1|Steve Bannon:4,White House:2,Intel:2,Congress:4,Twitter:1,Adam Schiff:5,Donald Trump:5,Trey Gowdy:2,Russia:8,Samsung:4,Netflix:2,James Comey:2,Hillary Clinton:3,Heat:1,Hook:1,Robert Mueller:3,Blue Apron:1,CNN:2,Bill Clinton:1,John Dean:1,Russians:3,Michael Flynn:2,David:4,Jeff Sessions:1,Ronald Reagan:1,Iran:1,Trump Tower:1,Donald Trump Jr.:1,Senate:1,God:1,Scott Pruitt:8,Oklahoma:1,Jeb Bush:2,Cincinnati:1,Devin Nunes:1,Andrew McCabe:1,Christopher Steele:1,Paul Manafort:1,Cambridge:1,Jim Acosta:1|Adam Schiff:5|Intels:2,Samsung:4|5|5781a4a8010596219438daa351a204fe
2018-02-05 22:00|fnchd|EP02802601|EP028026010071|The Ingraham Angle|attack the duly elected president:1,talk Russia:1,demonize Russia:1,need another nuclear Iran:1,Call Crohn's disease:1,open the Moscow office:1,appreciate the military family:1,Russia stuff:1,misled the FISA court:1,spent the afternoon:1|Americans:4,Quakers:1,Greenpeace:1,Donald Trump:2,Newt Gingrich:1,Congress:3,Fox:1,Ed Henry:3,Russia:36,Vladimir Putin:1,Cold War:1,Ronald Reagan:1,Moscow:6,Senate:1,Intel:4,Russians:2,Tucker Carlson:1,Hawaii:1,KGB:1,Blue Apron:1,Vietnam:1,Dell:1,New York University:1,Asia:1,Europe:2,House:1,Intelligence:1,AstraZeneca:1,Ron DeSantis:1,Byron York:1,Angle:1,Trey Gowdy:1,Hillary Clinton:2,China:10,North Korea:4,Victor Davis Hanson:1,Lexus:4,USAA:3,Japan:1,Philippines:1,World War II:1,Islam:1,Pakistan:1,India:1,Iran:1,Muslim:1,France:1,CNN:1,Wolf Blitzer:1,Nancy Pelosi:1,Maine:1,Ohio:3,Night Court:1,Devin Nunes:1,Steve Bannon:1,Chad:1,Chuck Grassley:1,Lindsey Graham:1,Adam Schiff:1,Twitter:1,Black Monday:1,Capitol Hill:1|Bloomberg:1,Dow:6,Steelers:1,Adam Schiff:1,Stock market:1|Intels:4,Amazon:1|4|bd87e1bce42855de562f7f74e2ce8655
2018-02-05 10:00|mnbchd|EP02529120|EP025291200332|MSNBC Live With Hallie Jackson|undercut the president's case:1,notify the attorney general:1,loves that Philly football team:1,the president attacking:1,Trust this bird's words:1,affect the Republican agenda:1,the FISA court order approved:1,receives a FISA court order:1,fire The FBI director:1,reach a bipartisan agreement:1|Cambridge:1,Great Britain:1,Angle:1,Adam Schiff:2,White House:1,The West Wing:1,Congress:5,Germans:1,Scotland:1,Ireland:1,John McCain:1,NBC:2,Senate:5,House:4,Kick:2,Capitol Hill:3,Cincinnati:1,Ohio:1,Amtrak:2,South Carolina:1,Nassar:1,Verdict:1,Treasury:1,Apple:1,CNBC:1,Donald Trump:2,Allstate:1,George W. Bush:1,Baltimore:1,Barack Obama:1,James Comey:1,Robert Mueller:1,Jeff Sessions:4,Twitter:6,NBC News:1,Heat:1,Fair:1,Russia:8,Philadelphia:9,Tom Brady:2,Morgan Radford:2,Ali:4,New Jersey:1,Russians:1,Super Bowl:1,Moscow:1,Devin Nunes:3,London:1,Hillary Clinton:1,Fox:1|Adam Schiff:2,Dow:4,Amtrak:2,Stock market:6,CNBC:1|Apple:1|3|f9846017120ee3b531b14c3fffe77210
2018-02-05 15:00|mnbchd|EP02710091|EP027100910177|MSNBC Live with Ali Velshi|justify this kind:1,not even a president understand:1,remember the day:1,buy every dip:1,pump no the economy:1,stimulate the economy:1,move this part:1,so the algorithms drive:1,joined the table:1,press the sell button:1|Mike Pence:1,CNBC:2,Wells Fargo:1,Advanced Micro Devices:1,Caterpillar:1,Chin:2,Ali:6,Davos:4,Ohio:1,Treasury:2,Europe:1,The Washington Post:1,Jay Powell:1,Arsenal:1,Congress:2,The New York Times:2,Paul Samuelson:1,Americans:3,Sarah:4,Chicago:1,Gary Cohen:1,Donald Trump:2,Heat:1,Florida:1,California:1,Arizona:1,Josh Barrow:2,Kristen Welker:3,Cincinnati:1,Asia:1,Philadelphia:1,David:4,White House:1,Jimmy Carter:1,Bill Clinton:1|Dow:16,CNBC:2,cryptocurrency:1,Stock market:39|Wells Fargo:1|0|76cd51288611248f0a2d9ef81c70bee6
2018-02-05 21:00|mnbchd|EP01083561|EP010835612757|The Rachel Maddow Show|drew the nomination:1,ride the president's decision:1,no sitting president compelled:1,started The FBI investigation:1,win this war military:1,need a heart transplant:1,lead the intelligence agency:1,end the investigation:1,started a counter intelligence probe:1,release this classified memo:1|Russia:11,Christopher Steele:3,Donald Trump:3,Devin Nunes:4,House:2,White House:2,New York City:1,Paul Manafort:1,Vitamin D:1,Blue Apron:1,Fox:2,Robert Mueller:3,Ty Cobb:1,Rachel:3,Steve Bannon:3,Mike Conaway:1,Red Lobster:1,Singapore:2,Russians:3,Senate:2,Congress:2,Ryan Zinke:1,Afghanistan:13,Afghan:1,Barack Obama:1,The Washington Post:1,Iraq:1,Pakistan:6,NATO:1,India:2,Steve Coll:3,Subaru:1,Michael Flynn:1,Taliban:1,CNN:1,NBC:1,Mike Conway:1,Intel:1,Donald Trump Jr.:1,Hillary Clinton:1,James Comey:2|Steelers:1,Dow:3,Dow futures:2,Stock market:1|Intels:1|3|b65d38ecf4a77ddfab953d6324afac6d
2018-02-05 04:30|wabcdt|SH00948787|SH009487870000|Eyewitness News This Morning|An off duty Connecticut state trooper killed:1,De Blasio's preliminary budget plan include:1,The Philadelphia metro area needs:1,The state pressuring:1,describe the moment:1,alleges a former engineer stole trade secrets:1,The Minneapolis Airport expecting:1,back QB Nick foles:1,unloaded the cargo:1,our Super Bowl coverage continues:1|Philadelphia:18,Carson Wentz:2,Trey Burton:2,Super Bowl:25,Sun:2,Heather O'Rourke:8,Long Island:2,Manhattan:7,Netflix:7,Connecticut:4,Miller:5,Central Park:4,Staten Island:5,Heat:5,Banner:2,Minnesota:3,Monticello:10,Jamaica:3,Minneapolis:6,Philadelphia Eagles:1,New England Patriots:2,Couch:1,Greenwich Village:4,Brooklyn:3,Florida:4,California:2,Devin Nunes:2,Russia:1,Tom Brady:8,Justin Timberlake:5,Holland:3,New Jersey:5,North Korea:1,Mexico:2,Park Slope:1,Michigan:2,Nassar:1,Google:4,Japan:2,Queens:4,Amtrak:13,South Carolina:3,Lower Manhattan:1,New England:1,Michael Sela:1,West Village:2,East Harlem:3,Edwin Jackson:1,Indianapolis:1,Toms River:1,Sussex:2,Jersey:1,Massachusetts:1,Hollywood:1,Art Deco:1,AARP:2,Miami:1,Newark Liberty International Airport:1,FedEx:1,Shayla:1,Coney Island:1,Suffolk:1,Iraq:2,Dirty Dancing:1,Hyundai:1,Oklahoma:1,Jersey Shore:1,Wire:1,Star Wars:1,Hail Mary:1|Amtrak:12,Dow:1,Super Bowl Ads:1|Google:4|13|39be3bfd329e6c1add41d637c3ec2679
2018-02-05 12:00|wabcdt|SH02201009|SH022010090000|Eyewitness News at Noon|the Amtrak train travelling:1,The building's apartment investigate:1,Meet the boy:1,A flu outbreak forced:1,a CSX train parked:1,Nassau county issue:1,began the year:1,a stock slide resumed:1,Music video shoot led:1,issue a corrected tax bill:1|South Carolina:1,Amtrak:6,Miami:2,Twitter:1,Adam Schiff:3,Devin Nunes:2,David:3,Russia:2,The Wall Street Journal:1,Intel:1,Philadelphia:4,Super Bowl:7,Paul Simon:2,Rocky Balboa:1,Elton John:1,Yiddish:1,New Jersey:1,Greenwich Village:1,Long Island:1,Tom Moran:1,Grand Central Terminal:1,Manhattan:2,Ortega:2,Queens:1,Jamaica:1,New York City:2,Uma Thurman:1,Harvey Weinstein:1,Quentin Tarantino:1,Mars:1,Anthony Hopkins:1,Eli Manning:2,Dirty Dancing:1,Heat:2,Lee Goldberg:1,Abigail:1,Pennsylvania:1,Liz Cho:1,Chewbacca:1,Justin Timberlake:1,Tom Brady:1,New England:1|Amtrak:5,Adam Schiff:3,Dow:2,Dow Jones:1,Dow Jones Industrial Average:1,Super Bowl Ads:1,Martin Luther King Jr:1|Intels:1,Amazon:1|7|714c739be3bfb5804d422d7ffde24c48
2018-02-05 18:30|wabcdt|EP01949416|EP019494160946|ABC World News Tonight With David Muir|save this Amtrak train:1,misuse Lyrica:1,handle the sheer volume:1,the track's signaling system turned:1,president trump proprosing:1,Loved every step:1,holding a news conference:1,follow policy:1,call anybody:1,A FedEx truck sliced:1|New York City:1,New Jersey:4,David:10,Easter:1,Amtrak:7,South Carolina:1,David Kerley:3,Miami:1,FedEx:1,Nebraska:1,Iowa:1,Bradford:1,Pennsylvania:1,Maine:1,Ginger:1,Pentagon:5,Mary Bruce:2,Nassar:2,Iraq:2,Philadelphia Eagles:1,Gio Benitez:1,Philadelphia:1,Tom Brady:1,Hollywood:2,Natalie Wood:3,Paul Simon:2,Bayer:1,Bermuda:1,Robert Wagner:1,T. Rowe Price:2,Game:1,Party:1,Edwin Jackson:1,Indianapolis:1,John Mahoney:1,Europe:1,Louisiana:1,Alex Trebek:1|Amtrak:7,Natalie Wood:3,John Mahoney:1||3|15f77bb0b5ea5147ff0bd15db50cf8f2
2018-02-05 02:05|wcbsdt|EP00001457|EP000014578162|Entertainment Tonight|"Chris hensworth's movie outed:1,posted this Twitter pic:1,Cbs news transportation correspondent Kris Van cleave:1,misuse Lyrica:1,hiring the same choreographer Janet Jackson:1,Pink Took's the stage stripped:1,a San Francisco police officer recovering:1,glee"" director Paris Barkley posted:1,hit a freight train:1,Space X counting:1"|Paris:1,Jimmy Kimmel:1,Angela Bassett:1,Michael Caine:1,Gwyneth Paltrow:3,Hollywood:1,Minnesota:1,Donnie Wahlberg:1,David Letterman:1,God:1,Chris Martin:1,Lysol:2,Selena Gomez:1,Selena:1,Sarah Jessica Parker:1,Sarah:1,Los Angeles:2,Scott Baio:1,Nicole Eggert:1,Silas:1,Super Bowl:1,Martha Stewart:1,KFC:1,Australia:1,South Los Angeles:1,Pepsi:1,Cindy Crawford:1,CBS:2,Chris Pratt:1,Jay-Z:1,Silverstone:1,Janet Jackson:1,Roseanne:3,Nathan Lane:1,John Goodman:1,Laurie Metcalf:1,Porsche:1,Canada:1,California:1,Heather Morris:1,Twitter:1,Amtrak:7,South Carolina:4,Henry McMaster:1,CBS News:2,Congress:2,Florida:1,House:1,Russia:2,Trump Tower:1,Cambridge:1,Adam Schiff:1,Russians:1,Errol Barnett:1,San Francisco:1|Amtrak:7,Adam Schiff:1|Pepsi:1|3|f255da41744377827db463bb950de063
2018-02-05 03:00|wcbsdt|SH02269178|SH022691780000|CBS Overnight News|Senator Portman's team bought:1,Danny's special moment came:1,President trump's opioid commission recommended:1,shut the Messenger's kid's app:1,Cbs news cleave:1,A club drug used:1,The pharmaceutical industry coming:1,catapulted Uma Thurman's career:1,Ape year shrank:1,the president excluded:1|CBS News:8,Problem:1,China:2,Rob Portman:1,Google:1,Cleveland:1,Ohio:1,Harvey Weinstein:8,Uma Thurman:4,Hollywood:2,London:2,Thanksgiving:2,CBS:7,Downy:1,Facebook:3,Maryland:2,Steve Levine:1,Columbia University:1,Super Bowl:7,Houston:1,Tom Brady:1,Massachusetts:1,New York City:2,Amtrak:10,South Carolina:4,Henry McMaster:1,Congress:2,Florida:2,Errol Barnett:2,House:1,Russia:4,Trump Tower:1,Cambridge:1,Adam Schiff:2,Russians:1,Brooklyn:1,Donald Trump:1,Kelp:1,Minnesota:2,Minnesota Vikings:1,Vikings:1,Maytag:2,Iowa:1,Maine:1,Steve Hartman:2,Bill Gates:1,Colorado:1,Philadelphia:4,Meg Oliver:2,Minneapolis:1,National Transportation Safety Board:2,Silver Star:1,Miami:1,Trey Gowdy:1,Michigan:1|Dow:1,Amtrak:10,Adam Schiff:2,Stock market:1|Google:1,Facebook:3|5|6a76e3f6f4ce8cc3d55556b36ff2aa6f
2018-02-05 12:00|wcbsdt|SH01376258|SH013762580000|CBS 2 News at Noon|A Long Island village pushes:1,release the Democrat's rebuttal:1,describe the man:1,Use polident:1,cleared the infant's airway:1,includes a special dance number:1,Precipitation type vary:1,hire you:1,Amazon's Alexa commercial stepping:1,Middle school students pull:1|Greenwich Village:1,Adam Schiff:1,Super Bowl:1,Paul Simon:1,Vancouver:1,London:1,Long Island:2,Charlie Hoffman:1,Almanac:1,Ulster:1,New England:1,Eli Manning:1,Anthony Hopkins:1,Apple:4,Skin:1,Atlanta:1,Queens:1,Facebook:1,Noah:1,Phyllis:5,Adam:1,France:1,Paris:2,Mascara:2|Adam Schiff:1,Alexa Commercial:1|Amazon:1,Apple:4,Facebook:1|4|ce48c837a9d428d7edf53ef8c69093a2
2018-02-05 18:00|wcbsdt|SH01073700|SH010737000000|CBS 2 News at 6PM|began the year:1,the freight train parked:1,affect everyone:1,an Amtrak train crashed:1,The market's tumble came:1,impact all metro Card's vending machines:1,remind everyone:1,held a press conference:1,upgrade metro Card's ma seens:1,the president elected:1|New Jersey:2,Caribbean:1,New York City:4,Queens:1,Rebecca:1,Super Bowl:2,Robert Meyer:1,Bonn:1,National Weather Service:1,Chicago:1,Idaho:1,Denver:1,Philadelphia:4,Justin Timberlake:1,Giselle:2,Netflix:3,Couch:1,Sylvester Stallone:1,Eli Manning:1,Tom Brady:1,Atlanta:1,South Korea:1,Dana Tyler:1,CBS:2,North Korea:1,Holly Williams:1,Jeff Glor:1,Americans:1,Ohio:2,Dean Reynolds:2,Cincinnati:1,Russia:1,Amtrak:5,South Carolina:1,Glass:1,Virginia:1|Dow:3,Stock market:3,Dow Jones:1,Dow Jones Industrial Average:1,Amtrak:5||2|acb259c8edab7e790f74d4b94f79a3a7
2018-02-05 23:00|wcbsdt|SH01376260|SH013762600000|CBS 2 News at 11PM|grew a Yankee fan:1,a cheer leading mom turned:1,A father/daughter dance postponed:1,House speaker co:1,The celebratory hoard breeched:1,impact all MetroCard vending machines:1,hoe the mov:1,leave this vacant home:1,breeched the studio:1,Watch your rain/snow line:1|Amtrak:3,South Carolina:1,New York City:2,Super Bowl:4,Rocky Balboa:1,Ivan Drago:1,Tom Brady:2,Sylvester Stallone:1,John Mahoney:1,Chicago:3,Long Island:1,Staten Island:1,New Jersey:2,Delaware:1,CBS News:1,Lonnie Quinn:1,Sussex:1,Eli Manning:2,Odell Beckham Jr.:1,Todd Frazier:4,Yankee:1,Philadelphia:3,Dallas:2,Texas:1,David:1,Indiana:1,Hoosiers:1,Couch:1,CBS:1,Jim Kenny:2,Stephen Colbert:3,Bernadette Peters:1,Jon Batiste:1,Ed Sullivan:1,Donald Trump:1,Ohio:1,Cincinnati:1,House:1,Paul Ryan:1,Pennsylvania:1,Costco:1|Amtrak:3,John Mahoney:1,Stock market:3,Dow:1||3|206edeb12e42668a5519ce59d32fe915
2018-02-05 04:00|wnbcdt|SH00028374|SH000283740000|Today in New York|blocks the Exit's ramp:1,an Amtrak train left:1,Next weather update:1,Mr. trump set:1,cleared the awkward traffic pattern:1,Leonia's mayor comment:1,The rain snow line shoved:1,bring a prince hole gram:1,The home Bot compete:1,settle the immigration sticking part:1|Greenwich Village:3,Google Maps:3,Nassar:3,Russia:4,Chuck Schumer:1,Minneapolis:17,Minnesota:10,Martin Luther King Jr.:1,Ohio:3,Cincinnati:4,Apple:4,Google:6,Philadelphia:28,Long Island:2,Detroit:4,Chicago:4,Hudson Valley:2,New Jersey:21,Queens:1,Capitol Hill:4,Chris Coons:1,John McCain:1,Indianapolis:2,Edwin Jackson:2,Indiana:1,Connecticut:6,Americans:3,New York City:4,Missouri:4,Las Vegas:3,Atlanta:3,White House:1,Amtrak:20,South Carolina:14,Florida:6,Darlene Rodriguez:5,Chris Cimino:7,Lauren Scala:2,Staten Island:5,Super Bowl:5,Ryan Allen:1,Justin Timberlake:6,Tom Brady:9,Jersey:5,Temple University:2,Boston:10,Monticello:10,Miami:7,Central Park:2,CNBC:1,NBC:9,Hulu:2,Twitter:1,Harvey Weinstein:3,Hollywood:3,Uma Thurman:1,Congress:2,Massachusetts:1,Eli Manning:3,Download:2,New England:1,NBC News:6,East Harlem:1,Manhattan:5,Michigan:1,Pennsylvania:3,North:3,Alexander Hamilton:1,Hudson River:1,Ecuador:4,South America:1,YouTube:1,Bull:1,Hail Mary:4,Carson Wentz:2,Delaware:2,St. Louis:2,Cloud:1,London:1,Puerto Rico:2,San Francisco:1,Silicon Valley:1,New York Harbor:1,Lindsey Vonn:1,Germany:1,South Korea:1,New Jersey Turnpike:1,Toms River:1,South Dakota:1,Craig Melvin:2,Honda:2,Seattle:1,North Carolina:1,Brooklyn:1,Odell Beckham Jr.:2,Netflix:3,Couch:2,Patrick Swayze:1,Mandy Moore:2,Garden State Parkway:1,Osprey:1,Savannah Guthrie:1,Hoda Kotb:1,Al Roker:1,Goliath:1,David:1,Trey Burton:1,Malcolm Jenkins:1|Martin Luther King Jr:6,Amtrak:20,Dow:9,Philadelphia Inquirer:1,CNBC:1|Apple:4,Google:6,Amazon:2,Honda:2|3|db37da75e76d59da64362e323294dd16
2018-02-05 09:00|wnbcdt|EP02746749|EP027467490096|Megyn Kelly Today|dial it:1,played this game:1,My dad's family love:1,meet the rest:1,noticed something:1,discovered a family secret:1,try it:1,avoided the sun:1,Imagine a shag carpet:1,writing this book:1|Quentin Tarantino:1,Twitter:1,Harvey Weinstein:1,Hollywood:2,Taraji P. Henson:1,Halle Berry:1,Silicon Valley:5,World War II:1,Ohio:2,Louisiana:3,New Orleans:2,Silicon:1,Pancetta:1,Bacon:1,Rosemary:1,NBC News:1,Kathie Lee Gifford:1,Hoda Kotb:1,Super Bowl:3,Philadelphia:3,Drew Brees:1,Tim Tebow:1,Boston:1,Carrie Underwood:1,Barry Manilow:1,Justin Timberlake:1|||6|33508efcba5958ef37a02fadb962d0aa
2018-02-05 16:00|wnbcdt|SH02395346|SH023953460000|News 4 NY at 4|This program captioned:1||||2|d100907d48f4ab40427f9499ded6dadc
2018-02-05 17:00|wnbcdt|SH01475987|SH014759870000|News 4 NY at 5|A gunman shot:1,dubbing the committee's top Democrat:1,avoid yet another government shutdown:1,a passenger train diverted:1,A Super Bowl ad drawing:1,increase the state's income or sales tax:1,Advertisement backlash:1,the GOP document vindicates:1,charge fishing mail:1,Nbc's live prime-time coverage begins:1|Twitter:1,Adam:1,Queens:4,Harlem:1,New Jersey:10,Almost Famous:1,South Korea:2,Super Bowl:4,Justin Timberlake:2,Ryan McKenna:1,Jersey:1,NBC:3,North Korea:2,Virginia:1,Lower Manhattan:1,Iowa:1,Illinois:1,Chicago:1,Monticello:1,Natalie Wood:2,Netflix:3,Los Angeles:1,Wood:1,Robert Wagner:2,Michigan:2,Nassar:2,Brian Thompson:3,Ecuador:1,Amtrak:1,Martin Luther King Jr.:1,New York City:1,Monmouth:1,Connecticut:1,Maryland:1,Missouri:1,David:1|Adam Schiff:1,Dow:3,Natalie Wood:2,Amtrak:1,Martin Luther King Jr:1,Super Bowl Ads:1,Stock market:1||3|b00b22e5f951366d4adda701260420aa
2018-02-05 17:30|wnbcdt|SH02833889|SH028338890000|News 4 NY at 5:30|no game time missed:1,reach Lynda's team:1,The flu season run:1,brings the flu death toll:1,thanking the NYPD aviation unit:1,news 4's Gus rosendale:1,wrapped a press conference:1,That legislation guarantee:1,The number growing:1,Greg cergol news:1|Super Bowl:2,Doritos:1,Mountain Dew:1,David:1,Hulu:1,Phyllis Dalton:1,Congress:2,Long Island:1,New Jersey:2,Senate:1,Missouri:1,Monticello:1,Minneapolis:1,Chicago:1,New York City:3,Ecuador:1,Floyd Bennett:1,Chuck Scarborough:1,Queens:3,Michael George:2,Americans:2,NBC:1,Lester Holt:1,Amtrak:4,South Carolina:1,Miami:1,Bob Menendez:1|Martin Luther King Jr:1,Dow:6,Stock market:1,Amtrak:4||3|616eaa5501c6dfa997fdcc1b06fc706c
2018-02-05 19:30|wnbcdt|EP02839073|EP028390730049|Access|brought the Doritos fire:1,love the Minnesota Vikings:1,Kim debut:1,Diet Coke came:1,His not so enthusiastic reaction blew:1,rescue Kate's dog:1,The nationwide search begun:1,began the year:1,win the Super Bowl:1,the Internet stop:1|Insight:1,Rebecca:1,Kevin Hart:3,Chicago:7,Travis Scott:1,Margot Robbie:2,Super Bowl:2,Philadelphia:2,Minneapolis:1,Kevin Smith:1,Vikings:1,Chris Pratt:1,Mars:3,Eli Manning:2,Odell Beckham Jr.:1,Morgan Freeman:2,Peter Dinklage:1,Doritos:1,Mountain Dew:1,Danny DeVito:1,Dundee:1,Australians:1,Hugh Jackman:1,Ryan McKenna:2,Jack Pearson:1,Netflix:3,Chris Hardwick:1,W:1,Upstate New York:1,Kirk:6,NBC:1,Roomba:2,Zumba:1,New York City:1,Jupiter:3,Matt LeBlanc:2,Joey Tribbiani:2,Matthew Perry:1||Amazon:1|4|dbcb9c1a64cbddb966ff82c441ec163b
2018-02-05 23:00|wnbcdt|SH01868891|SH018688910000|News 4 NY at 11|Welcome The Tonight show:1,spotted the i-team:1,The Super Bowl champion eagles flying:1,stole a bucket:1,tap the water:1,Team USA wear:1,fire Steve Bannon:1,starring Jimmy fallon:1,the TSA screener dropped:1,the Vince Lombardi Trophy arrives:1|Lake Washington:1,Manhattan:2,Ecuador:2,New Jersey:4,Madrid:1,Amtrak:2,Michigan:1,John Mahoney:1,Frasier:1,Chicago:1,Caribbean:1,Storm:1,Monticello:1,Philadelphia:1,Jimmy Fallon:2,Taiwan:2,Sochi:1,Heat:1,Olympic Games:1,John Chandler:1,Queens:2,Dallas:1,Brooklyn:1,Indiana:1,Doug Pederson:1,Carson Wentz:1,South Korea:1,Bruce Beck:1,Minneapolis:2,North:1,New York City:1,Saoirse Ronan:1,San Diego:1,Steve Bannon:3,Arnold Schwarzenegger:1,Harvey Weinstein:1,Arizona:1,Virginia:1,Dell:1,Twitter:1|Amtrak:2,John Mahoney:1||4|b7bfb1ce4f9ae912ea9c039ae610b282
2018-01-23 03:00|cnnhd|EP02205823|EP022058230969|CNN Tonight With Don Lemon|consider an AARP Medicare supplement insurance plan:1,fire deputy director Andrew McCabe:1,fear the GOP base:1,The omission cause:1,the Access Hollywood tape leaked:1,bring the vice president:1,Choose a design:1,the axios story broke:1,The Washington watchdog group claims:1,FBI director left:1|Russia:3,Andrew McCabe:3,Donald Trump:7,South Carolina:2,CNN:2,Oklahoma City:1,John Edwards:3,Slate:3,Hollywood:1,Jeff Sessions:5,Adam:1,James Comey:1,Senate:11,Congress:3,Chuck Schumer:3,Pennsylvania:1,Mitch McConnell:1,AARP:1,Haitians:1,Mike Pence:1,Africa:1,Haiti:1,Report:1,House:1,George W. Bush:1,Martin Luther King Jr.:1|||7|b91e59ac1460442b64cf75ddbb18eb2e
